item_id,features
293320,"Coma: Mortuary, Nova Dimension,Naga Entertainment, 2014"
294140,"They Breathe, The Working Parts, 2014"
256010,"Jagged Alliance Flashback, Full Control, 2014"
304500,"Rooms: The Main Building, HandMade Game, 2014"
304950,"Castaway Paradise - Town Building Sim, Stolen Couch Games, 2015"
305980,"Heavy Fire: Afghanistan, Teyon, 2014"
307130,"Asteria, Legend Studio, 2014"
307340,"Platypus, Idigicon, 2004"
310070,"The Nightmare Cooperative, Lucky Frame, 2014"
314150,"Double Dragon Trilogy, DotEmu, 2015"
275510,"Z Steel Soldiers, TickTock Games, 2014"
313590,"Boo Bunny Plague, On The Level Game Studios, 2014"
317790,"Rexaura, Benjamin Bryant, 2014"
319400,"Disney Winnie the Pooh, Disney Interactive, 2011"
249190,"Ancient Space, CreativeForge Games, 2014"
299660,"6180 the moon, Turtle Cream,PokPoong Games, 2014"
327220,"Anna's Quest, Daedalic Entertainment, 2015"
331200,"Grass Simulator, Daniel Davies, 2015"
334070,"Hektor, Rubycone, 2015"
335840,"Goats on a Bridge, Cabygon, 2015"
336380,"Catmouth Island, Colonthree Enterprises, 2014"
311730,"DEAD OR ALIVE 5 Last Round: Core Fighters, Team NINJA,KOEI TECMO GAMES CO., LTD., 2015"
337040,"Deadnaut, Screwfly Studios, 2014"
339190,"Dead Synchronicity: Tomorrow Comes Today, Fictiorama Studios, 2015"
344860,"Crystal Story II, Emmanuel Salva Cruz, 2015"
346370,"Into The War, Small Town Studios, 2015"
352960,"Star Horizon, Orbital Knight, 2015"
356070,"Commander Cool 2, Orlyapps, 2015"
357600,"Unium, Kittehface Software, 2015"
364050,"Face It - A game to fight inner demons, Tlön Studios,Ilex Games, 2017"
367240,"Avenging Angel, Dark Amber Softworks, 2015"
367780,"Aero's Quest, Soloweb Studios,Ravens Eye Studio, 2015"
369060,"Amygdala, MachineSpirit, 2015"
285820,"Action Henk, RageSquid, 2015"
372210,"Spooky Cats, Russpuppy, 2015"
375040,"Death Tractor, Exato Game Studios, 2015"
376560,"Big Fish Legend, Igry.ru, 2015"
380580,"SpaceCorn, Henrique Pegacha,Rafael Lima,Nuno Guerreiro, 2012"
383750,"Funk of Titans, A Crowd of Monsters, 2015"
387240,"Steel Rain, PolarityFlow,Adrian Zingg, 2015"
21780,"Driver® Parallel Lines, Ubisoft Reflections, 2007"
301460,"Electronic Super Joy: Groove City, Michael Todd Games,Yazar Media Group LLC, 2014"
378720,"Thea: The Awakening, MuHa Games, 2015"
267940,"Glacier 3: The Meltdown, Team 6 Studios, 2010"
370190,"Ruzh Delta Z, Pribuni, 2015"
344630,"Princess Evangile All Ages Version, MOONSTONE, 2015"
3620,"Zuma's Revenge!, PopCap Games, Inc., 2009"
397430,"Zoombinis, TERC, 2015"
104000,"iBomber Defense, Cobra Mobile, 2011"
200230,"Off-Road Drive, 1C-Avalon, 2011"
248170,"Clickteam Fusion 2.5, Clickteam, 2013"
105420,"Ms. Splosion Man, Twisted Pixel Games, 2013"
315340,"A.R.E.S. Extinction Agenda EX, Extend Studio, 2014"
319140,"Xeodrifter™, Renegade Kid, 2014"
310470,"Grand Ages: Medieval, Gaming Minds Studios, 2015"
283080,"Super Chibi Knight, PestoForce, 2015"
416670,"Gunslingers, webgames, 2015"
348470,"SAMURAI WARRIORS 4-II, KOEI TECMO GAMES CO., LTD., 2015"
302060,"Trucks &amp; Trailers, SCS Software, 2011"
253770,"Bus-Simulator 2012, TML Studios, 2012"
256330,"WRC 4 FIA World Rally Championship, Milestone S.r.l., 2013"
282050,"MX vs. ATV Supercross Encore, Rainbow Studios,THQ Nordic, 2015"
365660,"OlliOlli2: Welcome to Olliwood, Roll7, 2015"
257030,"Project Nimbus, GameCrafterTeam, 2017"
12430,"SlamIt Pinball Big Score, Technetium Games, 2009"
377860,"Mushihimesama, CAVE Interactive CO.,LTD., 2015"
351990,"Riff Racer - Race Your Music!, FOAM Entertainment, 2016"
43500,"M.U.D. TV, Realmforge Studios, 2010"
280600,"BloodLust Shadowhunter, WRF Studios, 2015"
306670,"Overlord: Fellowship of Evil, Codemasters, 2015"
319740,"There Came an Echo, Iridium Studios, 2015"
322520,"DYNASTY WARRIORS® 8 Empires, KOEI TECMO GAMES CO., LTD., 2015"
315860,"Celestian Tales: Old North, Ekuator Games, 2015"
8310,"Bone: Out From Boneville, Telltale Games, 2005"
371500,"Grey Cubes, Deion Mobile, 2015"
42990,"Sword of the Stars II: Enhanced Edition, Kerberos Productions, 2012"
19500,"Eternity's Child, Luc Bernard,SilverSphereStudios, 2008"
27020,"The Graveyard, Tale of Tales, 2008"
315810,"eden*, minori, 2015"
325110,"Save the Furries, Smack Down Productions, 2012"
252530,"OMSI 2: Steam Edition, MR-Software GbR, 2013"
25500,"Cricket Revolution, Mindstorm Studios, 2009"
340540,"TDP4:Team Battle, JAVELIN OÜ, 2012"
350600,"BIOS, PIXYUL, 2016"
363480,"Grave Prosperity: Redux- part 1, LDC Studios, 2015"
417990,"Major\Minor, Tall Tail Studios, 2016"
321060,"Gender Bender DNA Twister Extreme, Transcendent Games, 2014"
381560,"Epic Cards Battle(TCG), momoStorm Entertainment, 2015"
8970,"Axel &amp; Pixel, Silver Wish Games, 2010"
230070,"The Age of Decadence, Iron Tower Studio, 2015"
362410,"Adam's Venture Chronicles, Vertigo Games, 2015"
259320,"Heli Heroes, Reality Pump, 2002"
312010,"Bird Assassin, Social Loner Studios, 2011"
321610,"Demonlisher, Brain Bombers, 2011"
250050,"Life Goes On: Done to Death, Infinite Monkeys Entertainment Ltd., 2014"
373390,"Contradiction - Spot The Liar!, Baggy Cat Ltd, 2015"
256050,"Adventure Park, b-Alive, 2013"
296650,"The Great Jitters: Pudding Panic, kunst-stoff GmbH, 2014"
206610,"3SwitcheD, Reality Pump, 2012"
262940,"Broken Sword 5 - the Serpent's Curse, Revolution Software Ltd, 2014"
33950,"Fish Fillets 2, Altar Games, 2007"
403700,"Zero Punctuation: Hatfall - Hatters Gonna Hat Edition, Ben 'Yahtzee' Croshaw,Collected Worlds, 2015"
16710,"Insecticide Part 1, Crackpot Entertainment, 2008"
12590,"Sprint Cars Road to Knoxville, BigAnt Studios, 2008"
344820,"Forsaken Fortress Strategy, Photon Arena, 2015"
99100,"Dungeons and Dragons: Daggerdale, Bedlam Games, 2011"
409590,"KINGDOMS, Oreol, 2015"
423120,"Community College Hero: Trial by Fire, Hosted Games, 2015"
282740,"Organic Panic, Last Limb LLC, 2014"
265690,"NaissanceE, Limasse Five, 2014"
15200,"Silent Hunter®: Wolves of the Pacific, Ubisoft Romania, 2007"
11140,"Sherlock Holmes: The Awakened - Remastered Edition, Frogwares, 2008"
232970,"Thunder Wolves, Most Wanted Entertainment, 2013"
395910,"Get Rich or Die Gaming, Baller Industries, 2010"
262960,"Castle In The Darkness, Matt Kap,Nicalis, Inc., 2015"
269350,"Montas, Organic Humans, 2014"
290490,"The Flock, Vogelsap, 2015"
73220,"Supreme Ruler: Cold War, BattleGoat Studios, 2011"
317100,"Republique, Camouflaj, 2015"
385330,"Stray Cat Crossing, Jurlo,JetPackGone, 2015"
396650,"ACE Academy, PixelFade Inc, 2016"
398100,"Highschool Romance, Dharker Studio, 2015"
25910,"Supreme Ruler 2020 Gold, BattleGoat Studios, 2008"
416640,"Diabolical, Choice of Games, 2015"
421630,"A Study in Steampunk: Choice by Gaslight, Hosted Games, 2015"
11130,"Sherlock Holmes: The Mystery of the Mummy, Frogwares, 2008"
233310,"Avadon 2: The Corruption, Spiderweb Software, 2013"
299680,"Tengami, Nyamyam, 2015"
330070,"VEGAS Movie Studio 13 Platinum - Steam Powered, MAGIX Software GmbH, 2015"
374450,"Cheats 4 Hire, Travian Games GmbH, 2015"
253350,"Tiny Barbarian DX, StarQuail Games, 2013"
92700,"Shadow Harvest: Phantom Ops, Black Lion Studios, 2011"
310700,"Super Win the Game, Minor Key Games, 2014"
240620,"Wanderlust Adventures, Yeti Trunk, 2015"
349220,"The Black Watchmen, Alice &amp; Smith, 2015"
362810,"Fighties, PillowPigGames, 2015"
351730,"On My Own, Chad Close,Kyle Weik, 2016"
291250,"Jumpdrive, Meteoric Games, 2014"
368340,"CrossCode, Radical Fish Games, 2015"
326160,"Shroud of the Avatar: Forsaken Virtues, Portalarium, 2014"
259450,"Drifter, Celsius Game Studios, 2014"
328830,"Rugby Union Team Manager 2015, Alternative Software Ltd, 2014"
270510,"EPOCH, Uppercut Games Pty Ltd, 2014"
331190,"Master Spy, TURBOGUN, 2015"
332540,"We Slay Monsters, Furiously Inactive Games, 2017"
352130,"Locoland, Gromada,Buka Entertainment, 2003"
363270,"O3DX, Egamea Game Studios, 2016"
375030,"Korwin The Game, Zbigniew Ochman, 2015"
322980,"Gods vs Humans, Artefacts Studio, 2013"
296570,"Lords of Xulima, Numantian Games, 2014"
33980,"Pound of Ground, Centauri Production, 2010"
336100,"Rooster Teeth vs. Zombiens, Team Chaos, LLC, 2014"
358250,"Cosmo's Cosmic Adventure, 3D Realms (Apogee Software), 1992"
358260,"Crystal Caves, 3D Realms (Apogee Software), 1991"
358340,"Word Rescue, Redwood Games, 1992"
316720,"planetarian ~the reverie of a little planet~, VisualArts/Key, 2004"
347620,"Gaokao.Love.100Days, 高考恋爱委员会,橘子班, 2015"
404080,"Murder, Peter Moorhead, 2015"
57000,"NyxQuest: Kindred Spirits, Over the Top Games, 2010"
315840,"Catacomb Kids, FourbitFriday, 2015"
297350,"The Old City: Leviathan, PostMod Softworks, 2014"
321030,"One Day For Ched, BS1 &amp; BSL Team, 2014"
384310,"Dead In Bermuda, CCCP, 2015"
269810,"Spate, Eric Provan - Ayyo Games, 2014"
332250,"The Next Penelope, Aurelien Regard, 2015"
410340,"Liftoff, LuGus Studios, 2015"
375220,"Bitweb, practicing01, 2015"
282780,"Stick 'Em Up 2: Paper Adventures, Never Don't Play, 2015"
301760,"Disney•Pixar Cars 2: The Video Game, Avalanche Software, 2011"
335890,"Nanofights, Quantumfrog, 2014"
262490,"Manga Maker Comipo, ComiPo! LLP, 2014"
378850,"Galagan's Island: Reprymian Rising, Skinny Jean Death Studios, 2015"
304910,"Sky Gamblers: Storm Raiders, Atypical Games, 2015"
38460,"MDK 2, BioWare Corporation, 2000"
365900,"Pixel Dungeon, Retronic Games, 2015"
289340,"Freight Tycoon Inc., Nikita, 2007"
330100,"BossConstructor, Mirko Seithe, 2016"
307990,"Wildlife Park 2 - Fantasy, b-alive gmbh, 2013"
324120,"Verde Station, Duelboot, 2014"
297330,"Arcadecraft, Firebase Industries Ltd., 2014"
323240,"The World II: Hunting BOSS, Good Games, 2014"
302970,"Radiant Defense, Hexage, 2014"
40330,"Secret Files: Tunguska, Animation Arts, 2009"
290000,"DubWars, MURA Interactive, 2016"
281820,"Explodemon, Curve Studios, 2011"
237970,"Memento Mori 2, Centauri Production, 2014"
268970,"You Are Not The Hero, ToMorning Productions, 2015"
350150,"Scraps: Modular Vehicle Combat, Moment Studio, 2015"
350220,"Dead Sea, Phoenix Studio, 2015"
370020,"Templar Battleforce, Trese Brothers, 2015"
32630,"Delta Force 2, NovaLogic, 1999"
31860,"Nancy Drew®: Legend of the Crystal Skull, HeR Interactive, 2007"
356510,"Soccer Rage, Stamina-Games, 2015"
360550,"Cursed Sight, InvertMouse, 2015"
354160,"WRC 5 FIA World Rally Championship, Kylotonn Racing Games, 2015"
348290,"Hospital Manager, CCCP, 2014"
374090,"Winter Sports Trilogy Super Pack, 49 Games, 2007"
31930,"Nancy Drew®: The White Wolf of Icicle Creek, HeR Interactive, 2007"
314300,"CubeZ, Imaekgames [Imaek Limited], 2014"
349100,"Notrium, Instant Kingdom, 2003"
326990,"Deep Eclipse: New Space Odyssey, Ultravision Interactive, 2014"
407600,"Raiden Legacy - Steam Edition, DotEmu, 2015"
327520,"Traverser, Gatling Goat Studios, 2015"
300900,"Hippocampal: The White Sofa, Freegamer, 2014"
428880,"The Quest, Redshift, 2016"
279420,"Gardens Inc. – From Rakes to Riches, World-Loom,Nitreal, 2014"
323450,"Alphadia Genesis, EXE-CREATE, 2015"
298360,"Immortal Defense, Studio Eres, 2007"
378580,"Untamed: Life Of A Cougar, OCCA Studios, 2015"
364450,"Freshman Year, Nina Freeman,Laura Knetzger,Stephen Lawrence Clark, 2015"
266370,"Calibre 10 Racing, Bongfish GmbH, 2014"
364510,"Transcendence, Kronosaur Productions, 2015"
343000,"The Mystery of the Druids, House of Tales, 2001"
370150,"LOOP: A Tranquil Puzzle Game, John Cullen, 2015"
36150,"Westward Collection, Sandlot Games, 2009"
381850,"My Paper Boat, TML-Studios, 2015"
